Party,Parent Category,Category,Gas,Unit,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.i Manufacture of Solid Fuels,Aggregate GHGs,kt CO₂ equivalent,2470.54,2470.54,3088.78,3360.47,3098.8,2014.88,1558.32,817.179,2295.45,1492.91,1638.32,1123.97,863.389,1026.56,1666.53,1771.28,1313.99,1676.95,1960.49,1959.28,1834.74,2321.71,1667.59,2206.24,1841.84,1527.97,1048.28,1037.24,1259.09,719.597,604.698
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.i Manufacture of Solid Fuels,CH₄,kt,0.0291097,0.0291097,0.0354273,0.0383859,0.0357143,0.024613,0.0199623,0.0121067,0.0276393,0.0193767,0.0208212,0.0151445,0.0121036,0.0139784,0.0207413,0.0217613,0.017237,0.0205934,0.0234948,0.0233921,0.0193555,0.0248824,0.0185654,0.0239816,0.0208743,0.0174669,0.0124046,0.0123072,0.0147494,0.00891276,0.00760017
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.i Manufacture of Solid Fuels,CO₂,kt,2463,2463,3079.43,3350.41,3089.4,2008.66,1553.42,814.537,2288.46,1488.22,1633.19,1120.42,860.648,1023.36,1661.46,1766.08,1309.96,1671.77,1954.48,1953.33,1829.33,2314.81,1662.54,2199.64,1836.22,1523.31,1045,1033.99,1255.17,717.286,602.74
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.i Manufacture of Solid Fuels,N₂O,kt,0.0228565,0.0228565,0.028378,0.0305548,0.028535,0.0188165,0.0147642,0.00784924,0.0211356,0.0140996,0.0154699,0.0106365,0.00818165,0.00956088,0.0152791,0.0156445,0.0120906,0.0156442,0.0181804,0.0180081,0.0165171,0.0210633,0.0153992,0.0201094,0.0170969,0.0142018,0.00997563,0.00988529,0.0119245,0.00700597,0.00593097
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.ii Oil and Gas Extraction,Aggregate GHGs,kt CO₂ equivalent,4324.88,4324.88,4531.79,4817.96,5472.81,5595.2,6158.3,6542.71,6981.41,7460.59,7267.1,7513.97,7612.03,8264.75,6766.6,7410.43,7668.31,8298.37,8177.75,8234.47,8754.99,8749.98,8950.72,8948.83,9835.84,10503.6,10706.8,12826.7,16220.6,18234,21153.4
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.ii Oil and Gas Extraction,CH₄,kt,4.59865,4.59865,4.45415,4.42926,4.80601,4.56051,4.88426,5.08814,5.33054,5.58941,5.65842,5.36507,5.42824,6.77399,5.73888,6.15059,6.25258,6.11181,6.19234,7.18835,6.63555,8.6416,7.92278,8.1261,8.75042,9.61469,10.0782,9.79223,9.68414,12.6513,12.8897
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.ii Oil and Gas Extraction,CO₂,kt,4188.31,4188.31,4397.65,4683.1,5325.24,5453.11,6005.28,6382.66,6813.06,7283.35,7089.1,7342.03,7438.03,8054.01,6590.28,7219.85,7472.35,8100.26,7980.93,8012.7,8544.87,8489.22,8707.44,8700.52,9564.93,10208.1,10399.6,12517.5,15896.5,17824.5,20722.6
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.ii Oil and Gas Extraction,N₂O,kt,0.0724904,0.0724904,0.076436,0.0809695,0.0920209,0.0942151,0.103741,0.110236,0.117759,0.12584,0.122633,0.126884,0.128485,0.138895,0.110245,0.123537,0.133008,0.152051,0.140988,0.141122,0.148443,0.150052,0.151726,0.151552,0.17499,0.185174,0.185439,0.216303,0.275064,0.31275,0.364356
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.iii Other Energy Industries,Aggregate GHGs,kt CO₂ equivalent,1307.77,1307.77,1331.52,1345.05,1447.07,1439.62,1411.62,1500.1,1602.05,1809.55,1952,2024.05,2064.62,2176.21,4097.59,4600.7,5387.81,4899.34,4575.32,4686.98,5044.68,5200.77,5905.14,7050.86,7841.61,7888.88,7440.28,7860.89,8191.97,8931.68,9599.94
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.iii Other Energy Industries,CH₄,kt,0.0721433,0.0721433,0.0732921,0.0736979,0.0797983,0.0790548,0.0763524,0.0815598,0.0861282,0.097031,0.106436,0.109801,0.112438,0.119315,0.216609,0.243303,0.283605,0.259109,0.240419,0.246133,0.2645,0.274697,0.310975,0.36987,0.412746,0.417101,0.395781,0.406774,0.419659,0.457498,0.49084
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.iii Other Energy Industries,CO₂,kt,1290.7,1290.7,1313.83,1326.77,1427.72,1420.17,1391.83,1479.32,1579.2,1783.52,1924.98,1995.7,2035.96,2146.47,4036.71,4532.05,5306.67,4826.29,4505.99,4615.84,4967.63,5120.42,5813.19,6939.83,7717.76,7762.51,7320.11,7737.25,8060.52,8788.9,9446.38
Australia,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,1.A.1.c.iii Other Energy Industries,N₂O,kt,0.0512395,0.0512395,0.0532292,0.0551687,0.0582427,0.0586502,0.059984,0.0628951,0.0694519,0.0792195,0.0817209,0.0859495,0.0867618,0.0897712,0.186117,0.209969,0.248485,0.223365,0.212487,0.21806,0.236353,0.246591,0.282487,0.341542,0.380985,0.389053,0.370059,0.380776,0.405912,0.440744,0.474104
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.a Iron and Steel,Aggregate GHGs,kt CO₂ equivalent,2735.21,2735.21,2575.01,2479.08,2489.03,2758.15,2922.76,2980.48,2830.89,2833.79,2695.26,2521.13,2546.52,2768.76,2465.95,2683.52,2915.63,2584.05,2479.03,2819.08,2013.64,1740.04,1617.61,1581.96,1712.18,1536.45,1541.32,1557.44,1442.09,1554.95,1469.55
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.a Iron and Steel,CH₄,kt,0.0849924,0.0849924,0.0874539,0.0903402,0.0939419,0.0985218,0.106596,0.112341,0.108825,0.108893,0.106316,0.102809,0.0662464,0.0731479,0.0514266,0.0550443,0.059501,0.0559267,0.0559514,0.0600088,0.0422972,0.0394208,0.0365183,0.0356975,0.0370516,0.0343672,0.0351104,0.0348817,0.0331529,0.0343496,0.0326727
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.a Iron and Steel,CO₂,kt,2722.85,2722.85,2563,2467.28,2477.27,2745.37,2909.22,2966.57,2817.63,2820.57,2682.55,2509.14,2535.45,2756.86,2455.92,2672.59,2903.81,2573.21,2468.37,2807.36,2005.47,1732.5,1610.51,1575.03,1704.88,1529.75,1534.54,1550.63,1435.62,1548.21,1463.14
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.a Iron and Steel,N₂O,kt,0.0343401,0.0343401,0.0329623,0.0319999,0.031574,0.0346309,0.0364811,0.0372683,0.0353736,0.0352339,0.0337327,0.031609,0.031616,0.0337853,0.0293271,0.0320737,0.0346844,0.0316874,0.0310741,0.0343113,0.0238811,0.0219704,0.0207638,0.0202534,0.0213812,0.0196237,0.0197929,0.0199246,0.0189145,0.0197445,0.0187863
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.b Non-Ferrous Metals,Aggregate GHGs,kt CO₂ equivalent,11192.6,11192.6,11639.5,11974.6,12120.7,12412.6,12478.5,12299.7,12534.4,12226.9,12572.6,13309.8,12536.6,12741.1,12472.2,12782.7,13775.2,13920.3,14197.3,14808.1,13431.1,12862.7,12297.2,13009.6,14582.5,15278.5,12746.5,12651.5,12481,12304.2,11632.1
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.b Non-Ferrous Metals,CH₄,kt,0.218331,0.218331,0.226289,0.217599,0.221157,0.226291,0.226221,0.227437,0.229995,0.226646,0.233,0.249179,0.234554,0.237049,0.242459,0.246733,0.261594,0.265505,0.272649,0.289714,0.253112,0.235828,0.232009,0.246678,0.272132,0.27414,0.219835,0.212964,0.213936,0.206609,0.196729
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.b Non-Ferrous Metals,CO₂,kt,11150.1,11150.1,11594.4,11930.9,12075.9,12366.9,12432.6,12253,12488.5,12182.3,12526.6,13261.9,12490.5,12694.4,12423.9,12733.5,13722.7,13867.5,14142.2,14748.4,13379.4,12815.7,12250.9,12960,14527,15220.9,12699.3,12605.3,12433.8,12259.2,11588.9
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.b Non-Ferrous Metals,N₂O,kt,0.124056,0.124056,0.132512,0.12838,0.13179,0.134448,0.13507,0.137391,0.134619,0.13066,0.134869,0.139965,0.134856,0.136732,0.141813,0.144408,0.154056,0.15465,0.162026,0.176181,0.15233,0.138026,0.135877,0.146037,0.163608,0.170078,0.140055,0.137321,0.140425,0.133642,0.128469
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.c Chemicals,Aggregate GHGs,kt CO₂ equivalent,5661.28,5661.28,5814.02,5391.94,5561.44,5473.68,5615.5,5925.16,5498.47,6165.62,5810.91,6064.32,6673.76,6160.36,6851.8,7535.1,6866.55,6597.23,6221.87,6949.38,6796.06,7024.25,8025.25,8714.84,9065.37,9185.02,8540.85,7427.37,6841.92,7103.22,7579.95
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.c Chemicals,CH₄,kt,0.392459,0.392459,0.366303,0.371324,0.402392,0.422492,0.401502,0.354645,0.228237,0.249091,0.258693,0.253349,0.236714,0.23018,0.23092,0.238092,0.221406,0.226399,0.243249,0.227337,0.243707,0.260504,0.279266,0.283374,0.2963,0.279945,0.259051,0.238252,0.22403,0.226751,0.232856
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.c Chemicals,CO₂,kt,5624.68,5624.68,5778.96,5357.59,5524.74,5435.82,5578.86,5891.11,5473.74,6137.9,5783.19,6036.66,6646.45,6133.82,6822.84,7504.25,6839.33,6570.58,6194.26,6921.27,6765.77,6989.96,7986.73,8675.22,9025.85,9146.77,8505.68,7395.53,6812.67,7072.91,7548.28
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.c Chemicals,N₂O,kt,0.089903,0.089903,0.0869218,0.0841188,0.089423,0.0916292,0.0892757,0.0845249,0.0638262,0.0721386,0.0713255,0.071565,0.071802,0.069766,0.0777803,0.0835307,0.0727922,0.0704444,0.0722327,0.0752639,0.0812028,0.093212,0.105846,0.10919,0.107741,0.104857,0.0962868,0.0868568,0.0793557,0.0827034,0.0867456
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.d Pulp, Paper and Print",Aggregate GHGs,kt CO₂ equivalent,1327.36,1327.36,1190.97,1207.44,1397.07,1340.04,1373.02,1344.49,1422.03,1328.69,1521.77,1493.58,1504.74,1505.53,1553.06,1669.41,1819.19,1825.11,1765.9,1712.74,1370.4,1336.21,1177.78,1067.37,1131.95,1001.41,1002.57,983.944,998.94,1044.8,1015.74
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.d Pulp, Paper and Print",CH₄,kt,0.167424,0.167424,0.166226,0.166292,0.180048,0.198519,0.199813,0.201199,0.202969,0.198148,0.201547,0.200347,0.183919,0.187586,0.237988,0.23711,0.236557,0.242641,0.260755,0.26927,0.211527,0.224747,0.232523,0.22019,0.191579,0.19833,0.199595,0.215563,0.220126,0.209481,0.183355
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.d Pulp, Paper and Print",CO₂,kt,1289.61,1289.61,1153.7,1170.32,1356.46,1295.46,1328.18,1299.34,1376.48,1284.23,1476.84,1448.96,1463.62,1463.62,1500.22,1616.61,1766.33,1770.96,1707.82,1652.9,1323.43,1286.22,1126.04,1018.41,1089.37,957.395,958.299,936.253,950.267,998.306,974.896
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.d Pulp, Paper and Print",N₂O,kt,0.112635,0.112635,0.111132,0.110609,0.12115,0.132938,0.133687,0.134611,0.135814,0.132562,0.133867,0.132913,0.122543,0.124876,0.157328,0.157288,0.157558,0.161373,0.173014,0.178216,0.139879,0.148893,0.15412,0.145828,0.126831,0.131049,0.131817,0.141953,0.144864,0.138452,0.121692
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.e Food Processing, Beverages and Tobacco",Aggregate GHGs,kt CO₂ equivalent,3053.72,3053.72,3157.53,3130.15,3136.64,3275.08,3394.08,3396.22,3352.51,3339.46,3272.09,3282.53,2668.26,2666.1,3438.21,3154.93,3597.41,3513.41,3205.63,3270.1,3197.45,3168.92,3319.29,3170.68,3064.73,3009.98,2962.11,2915.96,2752.66,2705.51,2700.87
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.e Food Processing, Beverages and Tobacco",CH₄,kt,0.714846,0.714846,0.689556,0.580084,0.69362,0.748143,0.809374,0.88479,0.944569,0.973933,0.950337,0.919091,0.858881,0.806754,0.828067,0.87254,0.93489,0.934496,0.945482,0.959783,0.512745,0.77482,0.734145,0.746645,0.895454,0.81343,0.896619,0.865963,0.943002,0.844679,0.784331
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.e Food Processing, Beverages and Tobacco",CO₂,kt,2895.95,2895.95,3005.07,3001.16,2982.93,3109.36,3214.91,3200.99,3144.09,3124.72,3062.4,3079.41,2480.75,2489.6,3258.23,2965.39,3394.25,3309.01,2999.02,3061.86,3085.26,2999.52,3157.99,3007.29,2873.59,2835.19,2768.07,2727.87,2548.75,2523.25,2531.54
Australia,1.A.2 Manufacturing Industries and Construction,"1.A.2.e Food Processing, Beverages and Tobacco",N₂O,kt,0.469479,0.469479,0.453772,0.384188,0.457639,0.493336,0.533335,0.580904,0.62013,0.638883,0.623954,0.604531,0.55718,0.524612,0.53449,0.562831,0.603314,0.607521,0.614005,0.618281,0.333468,0.503441,0.479686,0.485648,0.56627,0.518307,0.575923,0.558544,0.605167,0.54075,0.502444
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.f Non-metallic Minerals,Aggregate GHGs,kt CO₂ equivalent,5516.65,5516.65,4987.88,4782.79,4830.07,5097.66,5211.57,4797.32,4859.61,4918.67,5078.97,5046.12,5411.3,5495.25,6477.92,6508.37,6268.16,6141.26,6796.71,6851.55,6174.31,6339,6405.32,5841.13,5580.86,5304.43,5272.02,5193.72,4915.51,4950.37,4884.51
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.f Non-metallic Minerals,CH₄,kt,0.145724,0.145724,0.137612,0.129304,0.135334,0.148509,0.150262,0.14952,0.157311,0.157285,0.1643,0.157787,0.162814,0.168731,0.199036,0.217003,0.240791,0.308359,0.29388,0.321844,0.309084,0.364923,0.347747,0.357413,0.310605,0.287885,0.364349,0.36241,0.268052,0.287996,0.298229
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.f Non-metallic Minerals,CO₂,kt,5500.99,5500.99,4972.97,4769.25,4816.42,5082.93,5196.61,4783.24,4844.65,4903.62,5063.37,5030.8,5394.56,5478.05,6457.76,6487.31,6246.41,6117.59,6773.02,6826.22,6149.55,6311.32,6379.8,5815.43,5558.83,5283.01,5248.17,5169.37,4894.88,4928.92,4862.01
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.f Non-metallic Minerals,N₂O,kt,0.0403397,0.0403397,0.0385049,0.0345945,0.0344713,0.0369483,0.0375886,0.0347138,0.0369942,0.0373153,0.0385746,0.0381631,0.0425216,0.0435427,0.0509729,0.0524772,0.05277,0.0535816,0.0548427,0.0579952,0.0571705,0.0622764,0.0564714,0.056274,0.0478677,0.0477276,0.0494642,0.0512938,0.0467091,0.0478163,0.0504691
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g Other,Aggregate GHGs,kt CO₂ equivalent,6769.41,6769.41,6426.51,6378.05,6392.09,6361.3,6667.07,6952.51,7292.87,7080.6,7193.74,7234.71,7109.63,7791.89,6364.56,6169.71,6342.12,6066.24,6260.13,6626.38,7562.8,7270.89,8076.41,9527.28,10874.5,11067.6,10421.9,10238.5,10638.4,11287.8,11509.8
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g Other,CH₄,kt,0.336399,0.336399,0.323483,0.321888,0.327003,0.331162,0.33859,0.352168,0.372558,0.366138,0.371901,0.372821,0.353422,0.380166,0.325611,0.320166,0.325978,0.314035,0.325288,0.347786,0.368914,0.370362,0.412557,0.493459,0.564444,0.569053,0.539153,0.526674,0.544569,0.567636,0.580848
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g Other,CO₂,kt,6682.34,6682.34,6343.58,6295.38,6309.24,6278.53,6582.26,6863.33,7197.25,6987.35,7099.61,7140.91,7016.63,7688.83,6276.16,6083.95,6254.36,5982.41,6173.23,6533.11,7463.19,7171.5,7964.9,9392.68,10717.3,10907.8,10268.9,10089.3,10483.3,11122.1,11339.8
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g Other,N₂O,kt,0.263957,0.263957,0.251139,0.250422,0.250595,0.249957,0.256186,0.269723,0.289622,0.282202,0.284672,0.283493,0.282435,0.313945,0.269352,0.260934,0.267152,0.254972,0.264331,0.283792,0.303333,0.302454,0.339588,0.410265,0.479993,0.488499,0.467994,0.456499,0.474742,0.508459,0.521927
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.i Manufacturing of Machinery,Aggregate GHGs,kt CO₂ equivalent,483.258,483.258,469.068,463.9,459.76,460.789,451.481,451.481,430.81,421.503,411.167,390.496,320.231,314.036,312.427,371.913,376.771,331.633,353.075,355.427,406.873,372.767,388.427,375.812,319.364,275.581,243.092,215.034,191.338,117.248,81.6314
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.i Manufacturing of Machinery,CH₄,kt,0.041426,0.041426,0.0412378,0.0411448,0.0457207,0.0503896,0.0548725,0.0548725,0.0545005,0.0589834,0.0587974,0.0584254,0.0432097,0.0384478,0.0402871,0.0431911,0.0430105,0.039322,0.0396463,0.0402912,0.0391536,0.04139,0.0404106,0.0466066,0.044841,0.0422986,0.0326972,0.0315765,0.0253025,0.017092,0.0142263
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.i Manufacturing of Machinery,CO₂,kt,479.708,479.708,465.567,460.425,456.163,457.042,447.638,447.638,427.073,417.67,407.387,386.823,317.351,311.331,309.663,368.207,373.047,328.229,349.554,351.859,403.164,369.121,384.741,371.886,316.06,272.561,240.544,212.66,189.255,115.743,80.4161
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.i Manufacturing of Machinery,N₂O,kt,0.00843803,0.00843803,0.00829006,0.00820876,0.00823664,0.00834581,0.00829239,0.00829239,0.00796719,0.00791377,0.00775117,0.00742597,0.00604154,0.00585106,0.00589407,0.0088138,0.00888665,0.00812088,0.00848909,0.00859403,0.00916121,0.00875959,0.00897852,0.00926509,0.00732593,0.00658619,0.00580739,0.00531954,0.00486613,0.00361795,0.00288468
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.iii Mining (Excluding Fuels) and Quarrying,Aggregate GHGs,kt CO₂ equivalent,2505.35,2505.35,2489.07,2594.28,2682,2726.29,3109.27,3529.86,3991.99,3847.62,4076.24,4231.43,4234.18,4916.99,3465.39,3252.42,3350.03,3268.76,3443.78,3821.33,4846.9,4634.74,5410.54,6870.92,8326.21,8580.11,7961.14,7893.66,8327.78,8931.83,9305.09
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.iii Mining (Excluding Fuels) and Quarrying,CH₄,kt,0.0968523,0.0968523,0.0990482,0.103159,0.107992,0.111696,0.123578,0.142239,0.167618,0.165026,0.175155,0.180621,0.184225,0.216828,0.166431,0.155569,0.161235,0.154501,0.163855,0.183949,0.207502,0.206965,0.244364,0.318373,0.395625,0.405436,0.384745,0.373431,0.393914,0.423538,0.442485
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.iii Mining (Excluding Fuels) and Quarrying,CO₂,kt,2475.93,2475.93,2459,2562.65,2648.85,2691.94,3071.33,3486,3940.16,3796.97,4023.33,4177.32,4178.82,4850.61,3412.77,3203.26,3298.73,3219.74,3391.85,3763.05,4781.52,4569.03,5332.95,6770.43,8201.98,8452.63,7839.55,7775.35,8203.12,8797.39,9164.68
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.iii Mining (Excluding Fuels) and Quarrying,N₂O,kt,0.0905899,0.0905899,0.0925795,0.0974875,0.102185,0.105901,0.116942,0.135261,0.15988,0.156132,0.162872,0.16642,0.170294,0.204545,0.162595,0.151935,0.158622,0.151527,0.160503,0.180156,0.201992,0.203148,0.239852,0.310517,0.383716,0.39377,0.375757,0.365667,0.38527,0.41562,0.434073
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.v Construction,Aggregate GHGs,kt CO₂ equivalent,2896.51,2896.51,2626.33,2533.9,2446.65,2368.71,2289.42,2211.21,2133,2110.81,2050.05,1984.12,1947.69,1948.74,1896.43,1873.81,1897.21,1788.98,1788.69,1789.72,1750.85,1720.88,1719.24,1705.19,1676.77,1674.22,1712.84,1625.15,1604.46,1704.61,1609.16
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.v Construction,CH₄,kt,0.150729,0.150729,0.136615,0.131786,0.127049,0.122877,0.118515,0.11443,0.110344,0.107254,0.103721,0.100098,0.0972184,0.096156,0.0938245,0.0927359,0.0925685,0.0874356,0.0873653,0.0873834,0.0854912,0.0840107,0.0839454,0.0833254,0.0819282,0.0815543,0.0822034,0.0799351,0.0787161,0.083139,0.0800441
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.v Construction,CO₂,kt,2848.03,2848.03,2582.41,2491.54,2405.81,2329.29,2251.43,2174.54,2097.65,2076.44,2016.82,1952.06,1916.62,1918.48,1867.19,1844.8,1868.45,1761.45,1761.18,1762.26,1723.98,1694.48,1692.86,1679,1651.03,1648.61,1687.57,1600.22,1579.89,1678.62,1584.42
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.v Construction,N₂O,kt,0.15004,0.15004,0.135926,0.131097,0.126359,0.121959,0.117512,0.113426,0.10934,0.106336,0.102804,0.0991801,0.0961291,0.0934605,0.0902313,0.0895678,0.0887296,0.0850301,0.0849761,0.0848297,0.0829903,0.0815638,0.0814759,0.0808748,0.0795182,0.079093,0.0779062,0.0769562,0.075847,0.0802378,0.0763186
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.vi Textile and Leather,Aggregate GHGs,kt CO₂ equivalent,524.997,524.997,498.26,482.233,515.454,527.627,560.728,519.301,511.923,497.232,468.351,456.249,456.249,461.418,456.822,433.649,481.434,469.938,465.563,443.047,396.607,373.28,375.633,378.149,379.389,375.213,355.536,357.796,363.857,387.237,362.99
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.vi Textile and Leather,CH₄,kt,0.00860156,0.00860156,0.00806469,0.00792443,0.00864097,0.00877763,0.00923629,0.00851255,0.0082542,0.00806732,0.00769358,0.00741555,0.00741555,0.00750719,0.00743433,0.00720753,0.00755136,0.00738351,0.00733062,0.00698243,0.00626103,0.00589176,0.00592881,0.00596848,0.00598423,0.00589551,0.0056793,0.0057147,0.0058107,0.00618453,0.00579869
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.vi Textile and Leather,CO₂,kt,522.347,522.347,495.705,479.715,512.781,524.912,557.957,516.673,509.313,494.672,465.89,453.946,453.946,459.087,454.55,431.43,479.117,467.673,463.311,440.902,394.684,371.472,373.813,376.316,377.467,373.343,353.762,356.012,362.063,385.328,361.2
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.vi Textile and Leather,N₂O,kt,0.0081678,0.0081678,0.00789571,0.00778487,0.0082436,0.00837221,0.00852483,0.00810164,0.00806509,0.00791398,0.00761178,0.00710668,0.00710668,0.00719112,0.00700235,0.00684216,0.00714244,0.00698096,0.00693946,0.00661256,0.0059251,0.00557555,0.00561062,0.00564808,0.00594852,0.00577872,0.0054758,0.0055069,0.00553224,0.00588604,0.00551925
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.viii Other,Aggregate GHGs,kt CO₂ equivalent,359.292,359.292,343.78,303.737,288.225,277.881,256.173,240.661,225.15,203.442,187.931,172.419,151.284,150.712,233.501,237.914,236.676,206.933,209.025,216.849,161.579,169.214,182.578,197.211,172.75,162.516,149.272,146.851,150.914,146.887,150.938
Australia,1.A.2 Manufacturing Industries and Construction,1.A.2.g.viii Other,CH₄,kt,0.0387897,0.0387897,0.0385169,0.037874,0.0376013,0.0374217,0.0323871,0.0321144,0.0318416,0.026807,0.0265343,0.0262615,0.021353,0.0212269,0.0176334,0.0214626,0.0216128,0.025393,0.0270907,0.0291799,0.0305064,0.0321049,0.0379088,0.039185,0.0360655,0.0338684,0.0338281,0.0360162,0.0408258,0.037683,0.0382938
